,brewery_id,beer_id,availability,beer_name,beer_style,abv,ibu,is_retired
2665,mcYO9v,0Sminf,NaN,Zest Yo'self,American-Style India Pale Ale,7.1,NaN,N
2666,mcYO9v,sLv7tF,NaN,Baba Budan Coffee IPA,American-Style India Pale Ale,6.6,50,N
2667,mcYO9v,f7I459,NaN,Bad Mother Pucker,Berliner-Style Weisse (Wheat),2.8,24,N
2668,mcYO9v,zTDzMN,NaN,Boone Creek Blonde,Golden or Blonde Ale,4.7,19,N
2669,mcYO9v,9UAw5E,NaN,C.R.E.A.M. Donut Infused Cappucino Milk Stout,Sweet or Cream Stout,5.2,23,N
2670,mcYO9v,x48f8Y,NaN,Chocolate Raspberry Nitro Porter,Brown Porter,6,NaN,N
2671,mcYO9v,ptF2rP,NaN,Coconut Chocolate Imperial Stout,American-Style Imperial Stout,9,NaN,N
2672,mcYO9v,cVZBUH,NaN,Daniel's Double,Imperial or Double India Pale Ale,9,97,N
2673,mcYO9v,W2KNgB,NaN,Daniel's Son,Other Specialty Cider or Perry,5.3,NaN,N
2674,mcYO9v,t9HWKy,NaN,Glutenus Maximus,American-Style India Pale Ale,6.5,62,N
2675,mcYO9v,htWOBn,NaN,Gracias,American-Style Dark Lager,NaN,NaN,N
2676,mcYO9v,9JSWj1,Year Round,Honey Badger,Golden or Blonde Ale,4.7,19,N
2677,mcYO9v,2wAq7G,NaN,Hoppy Snazzy Fresh Nitro,American-Style Pale Ale,5.2,37,N
2678,mcYO9v,Vp1MOb,NaN,Leave No Trace IPA,American-Style India Pale Ale,NaN,NaN,N
2679,mcYO9v,ldBKsS,Year Round,Long Leaf,American-Style India Pale Ale,7.1,74,N
2680,mcYO9v,yfNo9w,NaN,Mystic Dragon Cider,Other Specialty Cider or Perry,5.3,NaN,N
2681,mcYO9v,YqEJa0,NaN,Nilla Hay-Fa,American-Style Pale Ale,5.17,NaN,N
2682,mcYO9v,tVIYFA,NaN,"No Rye’me, No Reason",American-Style Pale Ale,NaN,NaN,N
2683,mcYO9v,J2DRsk,NaN,Not-A-Double DIPA,Imperial or Double India Pale Ale,8.7,60,N
2684,mcYO9v,kFW22v,Seasonal,Panic Water Hoppy Pilsner,International-Style Pilsener,5.4,NaN,N
2685,mcYO9v,aunpDb,NaN,Pom Pom Gose,Contemporary Gose,3.8,NaN,N
2686,mcYO9v,erqvwI,Year Round,Porter,Brown Porter,6,23,N
2687,mcYO9v,HJrvzm,NaN,Saison V-10,French & Belgian-Style Saison,5.8,34,N
2688,mcYO9v,wp6Azx,Year Round,Sinful Plum Cider,Common Cider,NaN,5,N
2689,mcYO9v,KVNMqW,Year Round,Sinful Plum Cider,Common Cider,NaN,5,N
2690,mcYO9v,nLZQ8e,NaN,Spoaty Oaty Hopalicious,American-Style Pale Ale,5,NaN,N
2691,mcYO9v,HBZk5j,NaN,Switchback AMBer,American-Style Amber/Red Ale,NaN,NaN,N
2692,mcYO9v,2Y87mr,Year Round,The Blonde AMBition,Golden or Blonde Ale,NaN,NaN,N
2693,mcYO9v,DD5H6u,Limited,White Dot,American-Style India Pale Ale,4.8,NaN,N
2694,mcYO9v,0Sminf,NaN,Zest Yo'self,American-Style India Pale Ale,7.1,NaN,N
2695,NTO6Fr,9RXkmd,Year Round,IPA,American-Style India Pale Ale,6.5,NaN,N
2696,NTO6Fr,pWo5GL,Year Round,Vienna Lager,Vienna-Style Lager,5.1,24,N
2697,NTO6Fr,9RXkmd,Year Round,IPA,American-Style India Pale Ale,6.5,NaN,N
2698,NTO6Fr,pWo5GL,Year Round,Vienna Lager,Vienna-Style Lager,5.1,24,N
2699,jDg4xl,7EQW1K,NaN,BlackBerry Chocolate Barrel Aged Stout,Wood- and Barrel-Aged Beer,7.6,NaN,N
2700,jDg4xl,8YFWpB,NaN,BlackWater Rye IPA,American-Style India Pale Ale,6.2,NaN,N
2701,jDg4xl,kryKyc,NaN,Brown Mountain Dark Ale,American-Style Brown Ale,5.8,NaN,N
2702,jDg4xl,NBh983,NaN,Chocolate Cherry Stout,American-Style Stout,6,NaN,N
2703,jDg4xl,PdCgo2,Year Round,Delta Blond Ale,Golden or Blonde Ale,6,NaN,N
2704,jDg4xl,bp8lQv,NaN,Folkmalt Mango Lager,American-Style Lager,5.2,NaN,N
2705,jDg4xl,E8rZaM,NaN,Harvest Ale,American-Style Amber/Red Ale,4.9,NaN,N
2706,jDg4xl,qSaNjn,NaN,Hi Bear Nation Pale Ale,American-Style Pale Ale,6.2,NaN,N
2707,jDg4xl,SmJBtE,NaN,High Brace ESIPA,American-Style India Pale Ale,11,NaN,N
2708,jDg4xl,56202f,NaN,Minorcan Porter,Brown Porter,7,NaN,N
2709,jDg4xl,jY9KAl,NaN,Mud Bug Barrel Aged Stout,Wood- and Barrel-Aged Strong Beer,NaN,NaN,N
2710,jDg4xl,Lrs8KC,NaN,Neapolitan Blown Apart,Wood- and Barrel-Aged Beer,6.4,NaN,N
2711,jDg4xl,TwM59g,Winter,Nick's Crick,Belgian-Style Dark Strong Ale,7.3,18,N
2712,jDg4xl,JjTcLX,NaN,Octoberfest,German-Style Oktoberfest / Wiesen (Meadow),6,NaN,N
2713,jDg4xl,gRPBTt,Year Round,Paddle Free ESB,Extra Special Bitter,6,18,N
2714,jDg4xl,w3CQUy,NaN,Paint Rock Porter,Brown Porter,6.3,NaN,N
2715,jDg4xl,YMvEeP,NaN,Pecan Pie Porter,Brown Porter,5.8,NaN,N
2716,jDg4xl,Age2nq,NaN,Pumpkin PFD,Pumpkin Beer,6,NaN,N
2717,jDg4xl,n0MqxH,NaN,Red Ear Slider,American-Style India Pale Ale,6,NaN,N
2718,jDg4xl,PK5f6i,NaN,Rip Current Red,American-Style Amber/Red Ale,5.8,NaN,N
2719,jDg4xl,Uuhhrt,NaN,Shining Creek Bourbon Aged Red,Wood- and Barrel-Aged Beer,8,NaN,N
2720,jDg4xl,OLk2OV,Year Round,Sliding Rock Ale,English-Style Pale Mild Ale,4.5,20,N
2721,jDg4xl,6fNHjp,Seasonal,Snownado Stout,American-Style Stout,6.4,NaN,N
2722,jDg4xl,1wvUxT,Year Round,Stiff Paddle IPA,American-Style India Pale Ale,NaN,NaN,N
2723,jDg4xl,nJTseb,Year Round,Stone Imperial Stout,American-Style Imperial Stout,NaN,NaN,N
2724,jDg4xl,dxXHPa,NaN,Strawberry Blonde,Golden or Blonde Ale,6,NaN,N
2725,jDg4xl,czBehN,Seasonal,Sunburst Saison,French & Belgian-Style Saison,6.8,21,N
2726,jDg4xl,KtWVbz,Limited,Three Bears,Belgian-Style Tripel,13,18,N
2727,jDg4xl,GHG5Z1,NaN,Upper Falls IPA,American-Style India Pale Ale,11,NaN,N
2728,jDg4xl,DAVws9,Year Round,White Water Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.8,14,N
2729,jDg4xl,7EQW1K,NaN,BlackBerry Chocolate Barrel Aged Stout,Wood- and Barrel-Aged Beer,7.6,NaN,N
2730,jDg4xl,8YFWpB,NaN,BlackWater Rye IPA,American-Style India Pale Ale,6.2,NaN,N
2731,jDg4xl,kryKyc,NaN,Brown Mountain Dark Ale,American-Style Brown Ale,5.8,NaN,N
2732,jDg4xl,NBh983,NaN,Chocolate Cherry Stout,American-Style Stout,6,NaN,N
2733,jDg4xl,PdCgo2,Year Round,Delta Blond Ale,Golden or Blonde Ale,6,NaN,N
2734,jDg4xl,bp8lQv,NaN,Folkmalt Mango Lager,American-Style Lager,5.2,NaN,N
2735,jDg4xl,E8rZaM,NaN,Harvest Ale,American-Style Amber/Red Ale,4.9,NaN,N
2736,jDg4xl,qSaNjn,NaN,Hi Bear Nation Pale Ale,American-Style Pale Ale,6.2,NaN,N
2737,jDg4xl,SmJBtE,NaN,High Brace ESIPA,American-Style India Pale Ale,11,NaN,N
2738,jDg4xl,56202f,NaN,Minorcan Porter,Brown Porter,7,NaN,N
2739,jDg4xl,jY9KAl,NaN,Mud Bug Barrel Aged Stout,Wood- and Barrel-Aged Strong Beer,NaN,NaN,N
2740,jDg4xl,Lrs8KC,NaN,Neapolitan Blown Apart,Wood- and Barrel-Aged Beer,6.4,NaN,N
2741,jDg4xl,TwM59g,Winter,Nick's Crick,Belgian-Style Dark Strong Ale,7.3,18,N
2742,jDg4xl,JjTcLX,NaN,Octoberfest,German-Style Oktoberfest / Wiesen (Meadow),6,NaN,N
2743,jDg4xl,gRPBTt,Year Round,Paddle Free ESB,Extra Special Bitter,6,18,N
2744,jDg4xl,w3CQUy,NaN,Paint Rock Porter,Brown Porter,6.3,NaN,N
2745,jDg4xl,YMvEeP,NaN,Pecan Pie Porter,Brown Porter,5.8,NaN,N
2746,jDg4xl,Age2nq,NaN,Pumpkin PFD,Pumpkin Beer,6,NaN,N
2747,jDg4xl,n0MqxH,NaN,Red Ear Slider,American-Style India Pale Ale,6,NaN,N
2748,jDg4xl,PK5f6i,NaN,Rip Current Red,American-Style Amber/Red Ale,5.8,NaN,N
2749,jDg4xl,Uuhhrt,NaN,Shining Creek Bourbon Aged Red,Wood- and Barrel-Aged Beer,8,NaN,N
2750,jDg4xl,OLk2OV,Year Round,Sliding Rock Ale,English-Style Pale Mild Ale,4.5,20,N
2751,jDg4xl,6fNHjp,Seasonal,Snownado Stout,American-Style Stout,6.4,NaN,N
2752,jDg4xl,1wvUxT,Year Round,Stiff Paddle IPA,American-Style India Pale Ale,NaN,NaN,N
2753,jDg4xl,nJTseb,Year Round,Stone Imperial Stout,American-Style Imperial Stout,NaN,NaN,N
2754,jDg4xl,dxXHPa,NaN,Strawberry Blonde,Golden or Blonde Ale,6,NaN,N
2755,jDg4xl,czBehN,Seasonal,Sunburst Saison,French & Belgian-Style Saison,6.8,21,N
2756,jDg4xl,KtWVbz,Limited,Three Bears,Belgian-Style Tripel,13,18,N
2757,jDg4xl,GHG5Z1,NaN,Upper Falls IPA,American-Style India Pale Ale,11,NaN,N
2758,jDg4xl,DAVws9,Year Round,White Water Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.8,14,N
2759,kVLhDj,PGxPMn,NaN,142 Blonde Ale with Grits,American-Style Cream Ale or Lager,5.5,NaN,N
2760,kVLhDj,ae70yR,NaN,Bananas Foster,South German-Style Hefeweizen / Hefeweissbier,NaN,NaN,N
2761,kVLhDj,wSukcY,Fall,Bell Tower Honey Nut Brown Ale,American-Style Brown Ale,8.6,36,N
2762,kVLhDj,eNV8kp,NaN,Chai Milk Stout,Sweet or Cream Stout,NaN,NaN,N
2763,kVLhDj,Ft8EUA,NaN,Coaches and Carriages Series: Bravetart,Scottish-Style Heavy Ale,7,NaN,N
2764,kVLhDj,U1KL9z,NaN,Coaches and Carriages Series: Hollaback Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.7,NaN,N
2765,kVLhDj,74MHt2,NaN,Dunn's Mountain Cucumber Kolsch,German-Style Kölsch / Köln-Style Kölsch,6.3,NaN,N
2766,kVLhDj,fYjr3k,NaN,Galactic Mango,French & Belgian-Style Saison,7,67,N
2767,kVLhDj,bIQbr8,NaN,High Rock Red Ale,American-Style Amber/Red Ale,6,NaN,N
2768,kVLhDj,K9BwT7,NaN,Lemon Balm and Beet Hoppy Wheat,Herb and Spice Beer,6.5,NaN,N
2769,kVLhDj,gt2ecJ,NaN,Old Stone House IPA,American-Style India Pale Ale,7.8,NaN,N
2770,kVLhDj,duP1ff,NaN,Round House Robust Porter,Robust Porter,7,NaN,N
2771,kVLhDj,pvsEA0,NaN,​Hurley Park Blood Orange Wheat,Fruit Wheat Ale or Lager with or without Yeast,6,NaN,N
2772,kVLhDj,PGxPMn,NaN,142 Blonde Ale with Grits,American-Style Cream Ale or Lager,5.5,NaN,N
2773,kVLhDj,ae70yR,NaN,Bananas Foster,South German-Style Hefeweizen / Hefeweissbier,NaN,NaN,N
2774,kVLhDj,wSukcY,Fall,Bell Tower Honey Nut Brown Ale,American-Style Brown Ale,8.6,36,N
2775,kVLhDj,eNV8kp,NaN,Chai Milk Stout,Sweet or Cream Stout,NaN,NaN,N
2776,kVLhDj,Ft8EUA,NaN,Coaches and Carriages Series: Bravetart,Scottish-Style Heavy Ale,7,NaN,N
2777,kVLhDj,U1KL9z,NaN,Coaches and Carriages Series: Hollaback Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.7,NaN,N
2778,kVLhDj,74MHt2,NaN,Dunn's Mountain Cucumber Kolsch,German-Style Kölsch / Köln-Style Kölsch,6.3,NaN,N
2779,kVLhDj,fYjr3k,NaN,Galactic Mango,French & Belgian-Style Saison,7,67,N
2780,kVLhDj,bIQbr8,NaN,High Rock Red Ale,American-Style Amber/Red Ale,6,NaN,N
2781,kVLhDj,K9BwT7,NaN,Lemon Balm and Beet Hoppy Wheat,Herb and Spice Beer,6.5,NaN,N
2782,kVLhDj,gt2ecJ,NaN,Old Stone House IPA,American-Style India Pale Ale,7.8,NaN,N
2783,kVLhDj,duP1ff,NaN,Round House Robust Porter,Robust Porter,7,NaN,N
2784,kVLhDj,pvsEA0,NaN,​Hurley Park Blood Orange Wheat,Fruit Wheat Ale or Lager with or without Yeast,6,NaN,N
2785,kVLhDj,PGxPMn,NaN,142 Blonde Ale with Grits,American-Style Cream Ale or Lager,5.5,NaN,N
2786,kVLhDj,ae70yR,NaN,Bananas Foster,South German-Style Hefeweizen / Hefeweissbier,NaN,NaN,N
2787,kVLhDj,wSukcY,Fall,Bell Tower Honey Nut Brown Ale,American-Style Brown Ale,8.6,36,N
2788,kVLhDj,eNV8kp,NaN,Chai Milk Stout,Sweet or Cream Stout,NaN,NaN,N
2789,kVLhDj,Ft8EUA,NaN,Coaches and Carriages Series: Bravetart,Scottish-Style Heavy Ale,7,NaN,N
2790,kVLhDj,U1KL9z,NaN,Coaches and Carriages Series: Hollaback Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.7,NaN,N
2791,kVLhDj,74MHt2,NaN,Dunn's Mountain Cucumber Kolsch,German-Style Kölsch / Köln-Style Kölsch,6.3,NaN,N
2792,kVLhDj,fYjr3k,NaN,Galactic Mango,French & Belgian-Style Saison,7,67,N
2793,kVLhDj,bIQbr8,NaN,High Rock Red Ale,American-Style Amber/Red Ale,6,NaN,N
2794,kVLhDj,K9BwT7,NaN,Lemon Balm and Beet Hoppy Wheat,Herb and Spice Beer,6.5,NaN,N
2795,kVLhDj,gt2ecJ,NaN,Old Stone House IPA,American-Style India Pale Ale,7.8,NaN,N
2796,kVLhDj,duP1ff,NaN,Round House Robust Porter,Robust Porter,7,NaN,N
2797,kVLhDj,pvsEA0,NaN,​Hurley Park Blood Orange Wheat,Fruit Wheat Ale or Lager with or without Yeast,6,NaN,N
2798,knEKVM,aVweAN,NaN,1761 Belgian Dubbel,Belgian-Style Dubbel,6.3,8,N
2799,knEKVM,CpfSJo,NaN,Articles of War Double IPA,Imperial or Double India Pale Ale,10.5,60,N
2800,knEKVM,g6YgvY,NaN,Cod of Conduct Hazy IPA,Juicy or Hazy India Pale Ale,6.8,50,N
2801,knEKVM,Ah2go6,Seasonal,Dapple Dog Dry Stout,Classic Irish-Style Dry Stout,5.4,36,N
2802,knEKVM,uk0JEQ,NaN,Don't Gose Chasin' Waterfalls,Contemporary Gose,5,15,N
2803,knEKVM,O0tXqA,NaN,Haychaser Kolsch,German-Style Kölsch / Köln-Style Kölsch,6.1,15,N
2804,knEKVM,rHmmRu,NaN,It's Not a Tumor Schwarzbier,Vienna-Style Lager,4.8,15,N
2805,knEKVM,npZFfO,NaN,Mirror for the Sun Lime Blonde Ale,Golden or Blonde Ale,5.1,10,N
2806,knEKVM,Q9I3op,NaN,Ocean Potion Hazy IPA,Juicy or Hazy India Pale Ale,6.5,50,N
2807,knEKVM,H6SUH8,NaN,Pactolus Light Lager,American-Style Light (Low Calorie) Lager,4.7,15,N
2808,knEKVM,z0nLBk,NaN,Royster Stout,Specialty Stouts,6.7,27,N
2809,knEKVM,DeExUc,NaN,Self Care Steam Beer,California Common Beer,6.3,8,N
2810,knEKVM,mVkErX,NaN,Wu Tang Clan Orster stout,Sweet or Cream Stout,6.7,27,N
2811,zxMohP,QbihzS,NaN,A Sour Darkly,American-Style Sour Ale,6.4,NaN,N
2812,zxMohP,Uqq89b,NaN,A-O River!,American-Style India Pale Ale,6.4,NaN,N
2813,zxMohP,sX7K0A,NaN,A-O River!,American-Style India Pale Ale,6.4,NaN,N
2814,zxMohP,bHT2Li,NaN,All Amarillo Everything,American-Style India Pale Ale,6.5,NaN,N
2815,zxMohP,BY2PR4,NaN,Berry Dark Sour,American-Style Sour Ale,5.5,NaN,N
2816,zxMohP,a4YiFc,NaN,Botbier,Belgian-Style Blonde Ale,5.4,NaN,N
2817,zxMohP,U07EQu,NaN,Botoberfest,American-Style Lager,5.5,NaN,N
2818,zxMohP,Pvz2XF,NaN,By Vine And Stave,French & Belgian-Style Saison,6.6,NaN,N
2819,zxMohP,adOygg,NaN,Cranpus,French & Belgian-Style Saison,4.8,NaN,N
2820,zxMohP,ly9eWm,NaN,Desserted Island,Sweet or Cream Stout,6.4,NaN,N
2821,zxMohP,t5EGSr,NaN,Foeder For Thought,American-Style Sour Ale,6.5,NaN,N
2822,zxMohP,fXIUnc,NaN,Generously Hopped V1,American-Style India Pale Ale,6,NaN,N
2823,zxMohP,NomLb3,NaN,Godless Killing Machine,American-Style Imperial Stout,10.5,NaN,N
2824,zxMohP,cuNnAH,NaN,Good Morning Vietnam,Golden or Blonde Ale,5,NaN,N
2825,zxMohP,G7ROeO,NaN,Heidi Ho Neighborino,American-Style India Pale Ale,4.7,NaN,N
2826,zxMohP,GVmDZg,NaN,Kill All Humans,American-Style Stout,5.2,NaN,N
2827,zxMohP,spV1j7,NaN,Kill All Humans Nitro,American-Style Stout,5.2,NaN,N
2828,zxMohP,UHJ77O,NaN,Law and Porter,Brown Porter,5.3,NaN,N
2829,zxMohP,2oWpR8,NaN,Magic Hop Dust,American-Style Pale Ale,5.6,NaN,N
2830,zxMohP,ypOBEO,NaN,Mango Vs Wild,American-Style Sour Ale,7.2,NaN,N
2831,zxMohP,LdkeJn,NaN,Mark It Zero,American-Style India Pale Ale,6.4,0,N
2832,zxMohP,PCQMjy,NaN,Mocha Good Morning Vietnam,Golden or Blonde Ale,5,NaN,N
2833,zxMohP,gpvgZ0,NaN,Mosaic Ain't So,American-Style Pale Ale,5,NaN,N
2834,JKx7GQ,hY6r9z,Limited,North Carolina Gose West,Leipzig-Style Gose,NaN,NaN,N
2835,zxMohP,qRaEr9,NaN,Nuts and Bolts,American-Style Brown Ale,5.2,NaN,N
2836,zxMohP,IOBxaw,NaN,Overachiever,American-Style Pale Ale,5.3,NaN,N
2837,zxMohP,edFfBB,NaN,Peachy Apribot,American-Style Sour Ale,5.5,NaN,N
2838,zxMohP,dwmfkb,NaN,Renegades of Funk,French & Belgian-Style Saison,5.3,NaN,N
2839,zxMohP,2vRW8t,NaN,Sol Mates,English-Style Summer Ale,5,NaN,N
2840,zxMohP,3KyA6e,NaN,Summer Porter,Brown Porter,5,NaN,N
2841,zxMohP,kwDH0Y,NaN,Sweater Weather,Extra Special Bitter,5.4,NaN,N
2842,zxMohP,JLKTa4,NaN,Swirl It!,American-Style Sour Ale,5.3,NaN,N
2843,zxMohP,t79PTh,NaN,T-Rex Arms,Leipzig-Style Gose,4.3,NaN,N
2844,zxMohP,EvUe3i,NaN,The Legendary Roots Brew Ginger Saison,French & Belgian-Style Saison,4,NaN,N
2845,zxMohP,wmG1qv,NaN,Universal Automation,American-Style Sour Ale,4.8,NaN,N
2846,zxMohP,a44vUu,NaN,Vermontster,Brown Porter,8,NaN,N
2847,zxMohP,TBZ0wi,NaN,What He's Having,American-Style India Pale Ale,6.7,NaN,N
2848,zxMohP,1QQJE7,NaN,What I'm Having,Session India Pale Ale,4.7,NaN,N
2849,zxMohP,tgCdlC,NaN,What She's Having,Imperial or Double India Pale Ale,8.3,NaN,N
2850,zxMohP,MFSLaV,NaN,Willie Saison,French & Belgian-Style Saison,5.1,NaN,N
2851,zxMohP,QbihzS,NaN,A Sour Darkly,American-Style Sour Ale,6.4,NaN,N
2852,zxMohP,Uqq89b,NaN,A-O River!,American-Style India Pale Ale,6.4,NaN,N
2853,zxMohP,sX7K0A,NaN,A-O River!,American-Style India Pale Ale,6.4,NaN,N
2854,zxMohP,bHT2Li,NaN,All Amarillo Everything,American-Style India Pale Ale,6.5,NaN,N
2855,zxMohP,BY2PR4,NaN,Berry Dark Sour,American-Style Sour Ale,5.5,NaN,N
2856,zxMohP,a4YiFc,NaN,Botbier,Belgian-Style Blonde Ale,5.4,NaN,N
2857,zxMohP,U07EQu,NaN,Botoberfest,American-Style Lager,5.5,NaN,N
2858,zxMohP,Pvz2XF,NaN,By Vine And Stave,French & Belgian-Style Saison,6.6,NaN,N
2859,zxMohP,adOygg,NaN,Cranpus,French & Belgian-Style Saison,4.8,NaN,N
2860,zxMohP,ly9eWm,NaN,Desserted Island,Sweet or Cream Stout,6.4,NaN,N
2861,zxMohP,t5EGSr,NaN,Foeder For Thought,American-Style Sour Ale,6.5,NaN,N
2862,zxMohP,fXIUnc,NaN,Generously Hopped V1,American-Style India Pale Ale,6,NaN,N
2863,zxMohP,NomLb3,NaN,Godless Killing Machine,American-Style Imperial Stout,10.5,NaN,N
2864,zxMohP,cuNnAH,NaN,Good Morning Vietnam,Golden or Blonde Ale,5,NaN,N
2865,zxMohP,G7ROeO,NaN,Heidi Ho Neighborino,American-Style India Pale Ale,4.7,NaN,N
2866,zxMohP,GVmDZg,NaN,Kill All Humans,American-Style Stout,5.2,NaN,N
2867,zxMohP,spV1j7,NaN,Kill All Humans Nitro,American-Style Stout,5.2,NaN,N
2868,zxMohP,UHJ77O,NaN,Law and Porter,Brown Porter,5.3,NaN,N
2869,zxMohP,2oWpR8,NaN,Magic Hop Dust,American-Style Pale Ale,5.6,NaN,N
2870,zxMohP,ypOBEO,NaN,Mango Vs Wild,American-Style Sour Ale,7.2,NaN,N
2871,zxMohP,LdkeJn,NaN,Mark It Zero,American-Style India Pale Ale,6.4,0,N
2872,zxMohP,PCQMjy,NaN,Mocha Good Morning Vietnam,Golden or Blonde Ale,5,NaN,N
2873,zxMohP,gpvgZ0,NaN,Mosaic Ain't So,American-Style Pale Ale,5,NaN,N
2874,JKx7GQ,hY6r9z,Limited,North Carolina Gose West,Leipzig-Style Gose,NaN,NaN,N
2875,zxMohP,qRaEr9,NaN,Nuts and Bolts,American-Style Brown Ale,5.2,NaN,N
2876,zxMohP,IOBxaw,NaN,Overachiever,American-Style Pale Ale,5.3,NaN,N
2877,zxMohP,edFfBB,NaN,Peachy Apribot,American-Style Sour Ale,5.5,NaN,N
2878,zxMohP,dwmfkb,NaN,Renegades of Funk,French & Belgian-Style Saison,5.3,NaN,N
2879,zxMohP,2vRW8t,NaN,Sol Mates,English-Style Summer Ale,5,NaN,N
2880,zxMohP,3KyA6e,NaN,Summer Porter,Brown Porter,5,NaN,N
2881,zxMohP,kwDH0Y,NaN,Sweater Weather,Extra Special Bitter,5.4,NaN,N
2882,zxMohP,JLKTa4,NaN,Swirl It!,American-Style Sour Ale,5.3,NaN,N
2883,zxMohP,t79PTh,NaN,T-Rex Arms,Leipzig-Style Gose,4.3,NaN,N
2884,zxMohP,EvUe3i,NaN,The Legendary Roots Brew Ginger Saison,French & Belgian-Style Saison,4,NaN,N
2885,zxMohP,wmG1qv,NaN,Universal Automation,American-Style Sour Ale,4.8,NaN,N
2886,zxMohP,a44vUu,NaN,Vermontster,Brown Porter,8,NaN,N
2887,zxMohP,TBZ0wi,NaN,What He's Having,American-Style India Pale Ale,6.7,NaN,N
2888,zxMohP,1QQJE7,NaN,What I'm Having,Session India Pale Ale,4.7,NaN,N
2889,zxMohP,tgCdlC,NaN,What She's Having,Imperial or Double India Pale Ale,8.3,NaN,N
2890,zxMohP,MFSLaV,NaN,Willie Saison,French & Belgian-Style Saison,5.1,NaN,N
2891,ThMAOJ,CJWEFB,NaN,Blackberry Gold,Fruit Cider,6,NaN,N
2892,3Rjk1o,xIwtk6,NaN,Ancho Mamma's Beer,Chili Pepper Beer,5.78,28,N
2893,3Rjk1o,m7ioDk,Seasonal,Black Lotus Porter,Brown Porter,NaN,NaN,N
2894,3Rjk1o,2tYwVH,NaN,Clyde,American-Style India Pale Ale,6.5,65,N
2895,3Rjk1o,BwOW2y,NaN,Cross Variation,Other Belgian-Style Ales,7.3,20,N
2896,3Rjk1o,S303Jc,NaN,Distinction,Oatmeal Stout,3.3,NaN,N
2897,3Rjk1o,6LmTHn,NaN,God Save the Queen City,Other Belgian-Style Ales,5.8,28,N
2898,3Rjk1o,oG7KCP,NaN,Limo Driver,Herb and Spice Beer,7.4,22,N
2899,3Rjk1o,eiUk5l,NaN,Living to Get Radical,Imperial or Double India Pale Ale,8.5,NaN,N
2900,3Rjk1o,ORRcNB,NaN,Midnight Run,American-Style Stout,NaN,NaN,N
2901,3Rjk1o,0lAQWc,NaN,Mobster Imperial Indian Pale Ale,Imperial or Double India Pale Ale,NaN,NaN,N
2902,3Rjk1o,d4tEg3,NaN,Pilot Pale Ale,American-Style Pale Ale,NaN,NaN,N
2903,3Rjk1o,FOc2pU,NaN,Pirate Imperial Pale Ale,Strong Ale,NaN,NaN,N
2904,3Rjk1o,KzE5af,NaN,Pretty & Witty,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.3,14,N
2905,3Rjk1o,QZq8Lq,NaN,San Fran Disco,American-Style Pale Ale,5.4,45,N
2906,3Rjk1o,ifVHRE,NaN,Succession,Session Beer,4.5,35,N
2907,3Rjk1o,riKqyv,NaN,Sure Shot Amber,American-Style Amber/Red Ale,NaN,NaN,N
2908,3Rjk1o,U23f8M,Summer,Tea Off Wheat Ale,American-Style Wheat Beer,NaN,NaN,N
2909,3Rjk1o,ZcfhtX,NaN,Trade & Tryon,Other Belgian-Style Ales,6.7,62,N
2910,Rew3Ib,mEvbWO,NaN,Conquest IPA,American-Style India Pale Ale,6.1,NaN,N
2911,Rew3Ib,OYePfp,NaN,Irie Tropic Stout,American-Style Stout,7.4,NaN,N
2912,Rew3Ib,0sNDpG,NaN,Iron Binnacle Baltic Porter,Baltic-Style Porter,8.4,NaN,N
2913,Rew3Ib,9vCnMx,NaN,LemonGrass Wheat Ale,South German-Style Hefeweizen / Hefeweissbier,5.6,NaN,N
2914,Rew3Ib,FVoq88,NaN,Moondog Extra Special Bitter Ale,Extra Special Bitter,NaN,NaN,N
2915,Rew3Ib,XbTzDW,NaN,Olsch,German-Style Kölsch / Köln-Style Kölsch,4.8,NaN,N
2916,Rew3Ib,dC61yh,NaN,Santas Little Sledgehammer,Herb and Spice Beer,10,NaN,N
2917,zjHu4E,sgPemr,NaN,New Anthem Beer Project - 11th & Folsom,American-Style India Pale Ale,6.3,NaN,N
2918,ueswRW,X31566,NaN,Porter w/Figs & Molasses,Brown Porter,7,NaN,N
2919,zwAzew,HODISm,NaN,Abby's Amber Ale,American-Style Amber/Red Ale,6,31.7,N
2920,zwAzew,6df6ZQ,NaN,Black Chicken Brown Cow,American-Style Imperial Stout,NaN,NaN,N
2921,zwAzew,8LNiv5,NaN,Double Dubbel,Belgian-Style Dubbel,8.4,38.5,N
2922,zwAzew,W1eule,NaN,Fat Charley’s Raspberry Chocolate Stout,American-Style Imperial Stout,10,50.7,N
2923,zwAzew,tUWetZ,NaN,FFF Holiday Ale,Herb and Spice Beer,10.4,41,N
2924,zwAzew,7u8tmv,NaN,Field of Dreams Peaches and Cream,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.5,NaN,N
2925,zwAzew,2JWr1k,NaN,Give Em Hell,American-Style Amber/Red Ale,10.4,NaN,N
2926,zwAzew,dWJjy2,NaN,Gourd Rocker,Herb and Spice Beer,9.4,NaN,N
